sample_label	d1	d2
c2sp1s93	5.81007	8.116554
c2sp1s94	5.81771	8.053736
c2sp1s95	5.82658	7.99089
c2sp1s96	5.83669	7.92805
c2sp1s97	5.84805	7.86523
c2sp1s98	5.86065	7.80246
c2sp1s99	5.87451	7.73976
c2sp1s100	5.88962	7.67716
c2sp1s101	10.58422	9.559137
c2sp1s102	5.90598	7.61468
c2sp1s103	5.92359	7.55235
c2sp1s104	5.94245	7.49019
c2sp1s105	5.96257	7.42824
c2sp1s106	5.98395	7.3665
c2sp1s107	6.00657	7.30502
c2sp1s108	6.03044	7.24381
c2sp1s109	6.05556	7.1829
c2sp1s110	6.08192	7.12231
c2sp1s111	6.10953	7.06207
c2sp1s112	10.50973	9.0284611
c2sp1s113	10.58277	9.592403
c2sp1s114	6.13837	7.00221
c2sp1s115	6.16844	6.94275
c2sp1s116	6.19974	6.88372
c2sp1s117	6.23226	6.82513
c2sp1s118	6.266	6.76703
c2sp1s119	6.30095	6.70942
c2sp1s120	6.33711	6.65234
c2sp1s121	6.37445	6.59582
c2sp1s122	6.41299	6.53986
c2sp1s123	6.4527	6.48451
c2sp1s124	10.58062	9.625812
c2sp1s125	6.49359	6.42979
c2sp1s126	6.53563	6.37571
c2sp1s127	6.57882	6.32231
c2sp1s128	6.62316	6.26961
c2sp1s129	6.66862	6.21763
c2sp1s130	6.7152	6.1664
c2sp1s131	6.76289	6.11593
c2sp1s132	6.81167	6.06626
c2sp1s133	6.86153	6.01741
c2sp1s134	6.91245	5.9694
c2sp1s135	10.57777	9.659349
c2sp1s136	6.96443	5.92225
c2sp1s137	7.01744	5.87599
c2sp1s138	7.07148	5.83063
c2sp1s139	7.12652	5.7862
c2sp1s140	7.18256	5.74273
c2sp1s141	7.23957	5.70023
c2sp1s142	7.29754	5.65873
c2sp1s143	7.35644	5.61824
c2sp1s144	7.41628	5.57878
c2sp1s145	7.47701	5.54039
c2sp1s146	10.57421	9.692999
c2sp1s147	7.53864	5.50307
c2sp1s148	7.60113	5.46685
c2sp1s149	7.66446	5.43174
c2sp1s150	7.72863	5.39778
c2sp1s151	7.7936	5.36496
c2sp1s152	7.85936	5.33332
c2sp1s153	7.92588	5.30287
c2sp1s154	7.99315	5.27363
c2sp1s155	8.061141	5.24561
c2sp1s156	8.129829	5.21884
c2sp1s157	10.56995	9.726748
c2sp1s158	8.199194	5.19332
c2sp1s159	8.269213	5.16908
c2sp1s160	8.339861	5.14613
c2sp1s161	8.411116	5.12449
c2sp1s162	8.482952	5.10416
c2sp1s163	8.555346	5.08517
c2sp1s164	8.628272	5.06753
c2sp1s165	8.701706	5.05125
c2sp1s166	8.775621	5.03635
c2sp1s167	8.849993	5.02283
c2sp1s168	10.56497	9.760581
c2sp1s169	8.9247947	5.01071
c2sp1s170	9	5
c2sp1s171	9.0755822	4.99071
c2sp1s172	9.151515	4.98286
c2sp1s173	9.22777	4.97644
c2sp1s174	9.30432	4.97148
c2sp1s175	9.381139	4.96797
c2sp1s176	9.458197	4.96594
c2sp1s177	9.535467	4.96538
c2sp1s178	9.61292	4.9663
c2sp1s179	10.55926	9.794483
c2sp1s180	9.690529	4.96871
c2sp1s181	9.768263	4.97262
c2sp1s182	9.846095	4.97803
c2sp1s183	9.923996	4.98495
c2sp1s184	10.00193	4.99338
c2sp1s185	10.07988	5.00332
c2sp1s186	10.15781	5.01478
c2sp1s187	10.23569	5.02776
c2sp1s188	10.31349	5.04227
c2sp1s189	10.39119	5.0583
c2sp1s190	10.55283	9.828439
c2sp1s191	10.46874	5.07586
c2sp1s192	10.54612	5.09494
c2sp1s193	10.62331	5.11555
c2sp1s194	10.70027	5.13768
c2sp1s195	10.77696	5.16134
c2sp1s196	10.85337	5.18652
c2sp1s197	10.92946	5.21322
c2sp1s198	11.0052	5.24144
c2sp1s199	11.08056	5.27117
c2sp1s200	11.15551	5.30241
c2sp1s201	10.54567	9.862433
c2sp1s202	11.23002	5.33515
c2sp1s203	11.30406	5.36939
c2sp1s204	11.37759	5.40512
c2sp1s205	11.4506	5.44234
c2sp1s206	11.52305	5.48103
c2sp1s207	11.59491	5.5212
c2sp1s208	11.66615	5.56283
c2sp1s209	11.73673	5.6059
c2sp1s210	11.80664	5.65043
c2sp1s211	11.87585	5.69638
c2sp1s212	10.53778	9.896449
c2sp1s213	11.94431	5.74375
c2sp1s214	12.01201	5.79254
c2sp1s215	12.07891	5.84272
c2sp1s216	12.14499	5.89429
c2sp1s217	12.21021	5.94723
c2sp1s218	12.27456	6.00152
c2sp1s219	12.33799	6.05716
c2sp1s220	12.40049	6.11413
c2sp1s221	12.46203	6.17241
c2sp1s222	12.52257	6.23199
c2sp1s223	10.51892	9.0572891
c2sp1s224	10.52916	9.930473
c2sp1s225	12.5821	6.29285
c2sp1s226	12.64058	6.35497
c2sp1s227	12.69798	6.41833
c2sp1s228	12.75429	6.48292
c2sp1s229	12.80948	6.54872
c2sp1s230	12.86351	6.61571
c2sp1s231	12.91638	6.68386
c2sp1s232	12.96804	6.75316
c2sp1s233	13.01848	6.82359
c2sp1s234	13.06767	6.89512
c2sp1s235	10.51979	9.964488
c2sp1s236	13.11558	6.96774
c2sp1s237	13.1622	7.04142
c2sp1s238	13.20751	7.11613
c2sp1s239	13.25147	7.19185
c2sp1s240	13.29407	7.26857
c2sp1s241	13.33529	7.34625
c2sp1s242	13.3751	7.42487
c2sp1s243	13.41348	7.5044
c2sp1s244	13.45041	7.58483
c2sp1s245	13.48588	7.66611
c2sp1s246	10.50968	9.998479
c2sp1s247	13.51986	7.74823
c2sp1s248	13.55234	7.83116
c2sp1s249	13.58329	7.91487
c2sp1s250	13.61271	7.99933
c2sp1s251	13.64056	8.084511
c2sp1s252	13.66683	8.170391
c2sp1s253	13.69152	8.256936
c2sp1s254	13.7146	8.344118
c2sp1s255	13.73605	8.431907
c2sp1s256	13.75587	8.520271
c2sp1s257	10.49883	10.03243
c2sp1s258	13.77403	8.609181
c2sp1s259	13.79053	8.698606
c2sp1s260	13.80535	8.788513
c2sp1s261	13.81848	8.878873
c2sp1s262	13.8299	8.9696524
c2sp1s263	13.83962	9.0608196
c2sp1s264	13.84761	9.152342
c2sp1s265	13.85386	9.244187
c2sp1s266	13.85837	9.336322
c2sp1s267	13.86113	9.428714
c2sp1s268	10.48723	10.06632
c2sp1s269	13.86213	9.521329
c2sp1s270	13.86136	9.614133
c2sp1s271	13.85882	9.707093
c2sp1s272	13.8545	9.800175
c2sp1s273	13.84838	9.893344
c2sp1s274	13.84048	9.986567
c2sp1s275	13.83079	10.07981
c2sp1s276	13.81929	10.17304
c2sp1s277	13.806	10.26621
c2sp1s278	13.7909	10.3593
c2sp1s279	10.47488	10.10015
c2sp1s280	13.77399	10.45227
c2sp1s281	13.75528	10.54508
c2sp1s282	13.73477	10.63771
c2sp1s283	13.71244	10.73011
c2sp1s284	13.68832	10.82225
c2sp1s285	13.66239	10.91409
c2sp1s286	13.63466	11.0056
c2sp1s287	13.60514	11.09674
c2sp1s288	13.57382	11.18748
c2sp1s289	13.54071	11.27779
c2sp1s290	10.46179	10.13388
c2sp1s291	13.50583	11.36762
c2sp1s292	13.46916	11.45694
c2sp1s293	13.43073	11.54573
c2sp1s294	13.39054	11.63393
c2sp1s295	13.34859	11.72152
c2sp1s296	13.30489	11.80847
c2sp1s297	13.25946	11.89473
c2sp1s298	13.21231	11.98028
c2sp1s299	13.16344	12.06507
c2sp1s300	13.11287	12.14908
c2sp1s301	10.44794	10.16751
c2sp1s302	13.06061	12.23227
c2sp1s303	13.00667	12.3146
c2sp1s304	12.95107	12.39605
c2sp1s305	12.89381	12.47658
c2sp1s306	12.83493	12.55616
c2sp1s307	12.77442	12.63474
c2sp1s308	12.71231	12.71231
c2sp1s309	12.64862	12.78883
c2sp1s310	12.58335	12.86426
c2sp1s311	12.51654	12.93857
c2sp1s312	10.43334	10.20101
c2sp1s313	12.4482	13.01173
c2sp1s314	12.37835	13.08372
c2sp1s315	12.307	13.1545
c2sp1s316	12.23419	13.22403
c2sp1s317	12.15993	13.29229
c2sp1s318	12.08424	13.35925
c2sp1s319	12.00715	13.42488
c2sp1s320	11.92867	13.48915
c2sp1s321	11.84885	13.55203
c2sp1s322	11.76768	13.61349
c2sp1s323	10.41799	10.23438
c2sp1s324	11.68522	13.67351
c2sp1s325	11.60147	13.73206
c2sp1s326	11.51647	13.7891
c2sp1s327	11.43024	13.84462
c2sp1s328	11.34281	13.89859
c2sp1s329	11.2542	13.95098
c2sp1s330	11.16446	14.00176
c2sp1s331	11.07359	14.05092
c2sp1s332	10.98165	14.09843
c2sp1s333	10.88864	14.14426
c2sp1s334	10.52755	9.0864734
c2sp1s335	10.40189	10.2676
c2sp1s336	10.79462	14.1884
c2sp1s337	10.69959	14.23081
c2sp1s338	10.60361	14.27148
c2sp1s339	10.50669	14.31039
c2sp1s340	10.40888	14.34752
c2sp1s341	10.3102	14.38284
c2sp1s342	10.2107	14.41634
c2sp1s343	10.11039	14.44799
c2sp1s344	10.00932	14.47779
c2sp1s345	9.907515	14.50571
c2sp1s346	10.38504	10.30064
c2sp1s347	9.80502	14.53173
c2sp1s348	9.701866	14.55584
c2sp1s349	9.598089	14.57803
c2sp1s350	9.493724	14.59827
c2sp1s351	9.388808	14.61656
c2sp1s352	9.283378	14.63288
c2sp1s353	9.177471	14.64721
c2sp1s354	9.0711238	14.65955
c2sp1s355	8.9643746	14.66989
c2sp1s356	8.857261	14.67821
c2sp1s357	10.36744	10.3335
c2sp1s358	8.749821	14.6845
c2sp1s359	8.642094	14.68875
c2sp1s360	8.534118	14.69096
c2sp1s361	8.425931	14.69112
c2sp1s362	8.317573	14.68922
c2sp1s363	8.209084	14.68525
c2sp1s364	8.100502	14.67921
c2sp1s365	7.99187	14.67109
c2sp1s366	7.88322	14.66089
c2sp1s367	7.7746	14.64861
c2sp1s368	10.34909	10.36615
c2sp1s369	7.66605	14.63424
c2sp1s370	7.5576	14.61778
c2sp1s371	7.4493	14.59923
c2sp1s372	7.34119	14.5786
c2sp1s373	7.2333	14.55587
c2sp1s374	7.12569	14.53105
c2sp1s375	7.01838	14.50415
c2sp1s376	6.91143	14.47517
c2sp1s377	6.80486	14.4441
c2sp1s378	6.69872	14.41096
c2sp1s379	10.32999	10.39858
c2sp1s380	6.59306	14.37575
c2sp1s381	6.4879	14.33848
c2sp1s382	6.3833	14.29915
c2sp1s383	6.27929	14.25777
c2sp1s384	6.17591	14.21435
c2sp1s385	6.0732	14.16889
c2sp1s386	5.9712	14.12142
c2sp1s387	5.86996	14.07193
c2sp1s388	5.76951	14.02044
c2sp1s389	5.66988	13.96696
c2sp1s390	10.31015	10.43078
c2sp1s391	5.57113	13.91151
c2sp1s392	5.47329	13.8541
c2sp1s393	5.37639	13.79474
c2sp1s394	5.28049	13.73346
c2sp1s395	5.1856	13.67025
c2sp1s396	5.09178	13.60515
c2sp1s397	4.99906	13.53817
c2sp1s398	4.90748	13.46933
c2sp1s399	4.81708	13.39864
c2sp1s400	4.72789	13.32614
c2sp1s401	10.28956	10.46272
c2sp1s402	4.63995	13.25183
c2sp1s403	4.55329	13.17574
c2sp1s404	4.46796	13.09789
c2sp1s405	4.38398	13.0183
c2sp1s406	4.3014	12.93701
c2sp1s407	4.22024	12.85402
c2sp1s408	4.14055	12.76938
c2sp1s409	4.06235	12.68309
c2sp1s410	3.98568	12.5952
c2sp1s411	3.91057	12.50572
c2sp1s412	10.26823	10.49439
c2sp1s413	3.83705	12.41469
c2sp1s414	3.76517	12.32213
c2sp1s415	3.69494	12.22807
c2sp1s416	3.6264	12.13254
c2sp1s417	3.55958	12.03557
c2sp1s418	3.4945	11.93719
c2sp1s419	3.43121	11.83744
c2sp1s420	3.36972	11.73634
c2sp1s421	3.31007	11.63394
c2sp1s422	3.25229	11.53025
c2sp1s423	10.24616	10.52577
c2sp1s424	3.19639	11.42532
c2sp1s425	3.14241	11.31918
c2sp1s426	3.09037	11.21187
c2sp1s427	3.0403	11.10342
c2sp1s428	2.99222	10.99386
c2sp1s429	2.94616	10.88324
c2sp1s430	2.90213	10.77159
c2sp1s431	2.86017	10.65895
c2sp1s432	2.82029	10.54536
c2sp1s433	2.78252	10.43085
c2sp1s434	10.22336	10.55685
c2sp1s435	2.74687	10.31546
c2sp1s436	2.71336	10.19924
c2sp1s437	2.68202	10.08222
c2sp1s438	2.65286	9.964448
c2sp1s439	2.62589	9.845959
c2sp1s440	2.60114	9.726795
c2sp1s441	2.57863	9.606999
c2sp1s442	2.55835	9.486611
c2sp1s443	2.54034	9.365675
c2sp1s444	2.5246	9.244232
c2sp1s445	10.53562	9.116003
c2sp1s446	10.19983	10.58761
c2sp1s447	2.51115	9.122326
c2sp1s448	10.17557	10.61803
c2sp1s449	10.15059	10.6481
c2sp1s450	10.12489	10.6778
c2sp1s451	10.09848	10.70712
c2sp1s452	10.07136	10.73603
c2sp1s453	10.04353	10.76452
c2sp1s454	10.01502	10.79258
c2sp1s455	9.985813	10.82018
c2sp1s456	9.955926	10.84732
c2sp1s457	10.54312	9.145868
c2sp1s458	9.925365	10.87398
c2sp1s459	9.894136	10.90014
c2sp1s460	9.86225	10.92578
c2sp1s461	9.829712	10.95089
c2sp1s462	9.796533	10.97546
c2sp1s463	9.762721	10.99946
c2sp1s464	9.728287	11.02289
c2sp1s465	9.693238	11.04573
c2sp1s466	9.657587	11.06797
c2sp1s467	9.621342	11.08958
c2sp1s468	10.55003	9.176056
c2sp1s469	9.584515	11.11055
c2sp1s470	9.547118	11.13088
c2sp1s471	9.509161	11.15055
c2sp1s472	9.470656	11.16954
c2sp1s473	9.431615	11.18783
c2sp1s474	9.392052	11.20542
c2sp1s475	9.351978	11.2223
c2sp1s476	9.311406	11.23844
c2sp1s477	9.270351	11.25384
c2sp1s478	9.228825	11.26849
c2sp1s479	10.55635	9.206556
c2sp1s480	9.186843	11.28237
c2sp1s481	9.144418	11.29546
c2sp1s482	9.101566	11.30777
c2sp1s483	9.0583018	11.31927
c2sp1s484	9.0146397	11.32995
c2sp1s485	8.9705955	11.33982
c2sp1s486	8.9261847	11.34884
c2sp1s487	8.881423	11.35702
c2sp1s488	8.836328	11.36434
c2sp1s489	8.790914	11.3708
c2sp1s490	10.56207	9.237356
c2sp1s491	8.745199	11.37638
c2sp1s492	8.6992	11.38108
c2sp1s493	8.652934	11.38488
c2sp1s494	8.606418	11.38778
c2sp1s495	8.55967	11.38977
c2sp1s496	8.512708	11.39085
c2sp1s497	8.465549	11.391
c2sp1s498	8.418212	11.39021
c2sp1s499	8.370716	11.38849
c2sp1s500	8.323079	11.38583
c2sp2s501	15.48885	8.877674
c2sp2s502	7.5	9
c2sp2s503	7.49027	8.9715389
c2sp2s504	7.48108	8.9427109
c2sp2s505	7.47245	8.9135266
c2sp2s506	7.46438	8.883997
c2sp2s507	7.45688	8.854132
c2sp2s508	7.44997	8.823944
c2sp2s509	7.44365	8.793444
c2sp2s510	7.43793	8.762644
c2sp2s511	7.43283	8.731555
c2sp2s512	7.42834	8.70019
c2sp2s513	7.42448	8.668561
c2sp2s514	7.42127	8.636681
c2sp2s515	7.41869	8.604563
c2sp2s516	7.41677	8.57222
c2sp2s517	7.41552	8.539665
c2sp2s518	7.41492	8.506911
c2sp2s519	7.41501	8.473972
c2sp2s520	7.41578	8.440863
c2sp2s521	7.41723	8.407597
c2sp2s522	7.41938	8.374188
c2sp2s523	7.42223	8.340651
c2sp2s524	7.42579	8.307001
c2sp2s525	7.43005	8.273252
c2sp2s526	7.43503	8.239419
c2sp2s527	7.44074	8.205517
c2sp2s528	7.44717	8.171561
c2sp2s529	7.45433	8.137567
c2sp2s530	7.46222	8.103551
c2sp2s531	7.47084	8.069527
c2sp2s532	7.48021	8.035512
c2sp2s533	7.49032	8.001521
c2sp2s534	7.50117	7.96757
c2sp2s535	7.51277	7.93368
c2sp2s536	7.52512	7.89985
c2sp2s537	7.53821	7.86612
c2sp2s538	7.55206	7.83249
c2sp2s539	7.56666	7.79899
c2sp2s540	7.58201	7.76562
c2sp2s541	7.59811	7.7324
c2sp2s542	7.61496	7.69936
c2sp2s543	7.63256	7.6665
c2sp2s544	7.65091	7.63385
c2sp2s545	7.67001	7.60142
c2sp2s546	7.68985	7.56922
c2sp2s547	7.71044	7.53728
c2sp2s548	7.73177	7.50561
c2sp2s549	7.75384	7.47423
c2sp2s550	7.77664	7.44315
c2sp2s551	7.80017	7.41239
c2sp2s552	7.82443	7.38197
c2sp2s553	7.84941	7.3519
c2sp2s554	7.87511	7.3222
c2sp2s555	7.90152	7.29288
c2sp2s556	7.92864	7.26397
c2sp2s557	7.95647	7.23548
c2sp2s558	7.98498	7.20742
c2sp2s559	8.014187	7.17982
c2sp2s560	8.044074	7.15268
c2sp2s561	8.074635	7.12602
c2sp2s562	8.105864	7.09986
c2sp2s563	8.13775	7.07422
c2sp2s564	8.170288	7.04911
c2sp2s565	8.203467	7.02454
c2sp2s566	8.237279	7.00054
c2sp2s567	8.271713	6.97711
c2sp2s568	8.306762	6.95427
c2sp2s569	8.342413	6.93203
c2sp2s570	8.378658	6.91042
c2sp2s571	8.415485	6.88945
c2sp2s572	8.452882	6.86912
c2sp2s573	8.490839	6.84945
c2sp2s574	8.529344	6.83046
c2sp2s575	8.568385	6.81217
c2sp2s576	8.607948	6.79458
c2sp2s577	8.648022	6.7777
c2sp2s578	8.688594	6.76156
c2sp2s579	8.729649	6.74616
c2sp2s580	8.771175	6.73151
c2sp2s581	8.813157	6.71763
c2sp2s582	8.855582	6.70454
c2sp2s583	8.898434	6.69223
c2sp2s584	8.9416982	6.68073
c2sp2s585	8.9853603	6.67005
c2sp2s586	9.0294045	6.66018
c2sp2s587	9.0738153	6.65116
c2sp2s588	9.118577	6.64298
c2sp2s589	9.163672	6.63566
c2sp2s590	9.209086	6.6292
c2sp2s591	9.254801	6.62362
c2sp2s592	9.3008	6.61892
c2sp2s593	9.347066	6.61512
c2sp2s594	9.393582	6.61222
c2sp2s595	9.44033	6.61023
c2sp2s596	9.487292	6.60915
c2sp2s597	9.534451	6.609
c2sp2s598	9.581788	6.60979
c2sp2s599	9.629284	6.61151
c2sp2s600	9.676921	6.61417
c2sp2s601	9.72468	6.61779
c2sp2s602	9.772542	6.62236
c2sp2s603	9.820489	6.62789
c2sp2s604	9.8685	6.63439
c2sp2s605	9.916557	6.64186
c2sp2s606	9.964639	6.6503
c2sp2s607	10.01273	6.65973
c2sp2s608	10.0608	6.67013
c2sp2s609	10.10884	6.68152
c2sp2s610	10.15683	6.69389
c2sp2s611	10.20474	6.70725
c2sp2s612	10.25256	6.7216
c2sp2s613	10.30026	6.73695
c2sp2s614	10.34783	6.75328
c2sp2s615	10.39524	6.77061
c2sp2s616	10.44248	6.78893
c2sp2s617	10.48952	6.80824
c2sp2s618	10.53634	6.82854
c2sp2s619	10.58293	6.84983
c2sp2s620	10.62925	6.87211
c2sp2s621	10.6753	6.89537
c2sp2s622	10.72104	6.91961
c2sp2s623	10.76647	6.94484
c2sp2s624	10.81155	6.97104
c2sp2s625	10.85627	6.99821
c2sp2s626	10.90061	7.02635
c2sp2s627	10.94454	7.05546
c2sp2s628	10.98805	7.08552
c2sp2s629	11.03112	7.11653
c2sp2s630	11.07372	7.14849
c2sp2s631	11.11583	7.18138
c2sp2s632	11.15744	7.21521
c2sp2s633	11.19852	7.24997
c2sp2s634	11.23905	7.28564
c2sp2s635	11.27902	7.32222
c2sp2s636	11.3184	7.35969
c2sp2s637	11.35718	7.39806
c2sp2s638	11.39533	7.43731
c2sp2s639	11.43284	7.47743
c2sp2s640	11.46968	7.51841
c2sp2s641	11.50583	7.56025
c2sp2s642	11.54129	7.60291
c2sp2s643	11.57602	7.64641
c2sp2s644	11.61002	7.69072
c2sp2s645	11.64325	7.73583
c2sp2s646	11.67571	7.78174
c2sp2s647	11.70738	7.82841
c2sp2s648	11.73823	7.87585
c2sp2s649	11.76825	7.92404
c2sp2s650	11.79743	7.97296
c2sp2s651	11.82574	8.022605
c2sp2s652	11.85317	8.072949
c2sp2s653	11.8797	8.123981
c2sp2s654	11.90532	8.175685
c2sp2s655	11.93001	8.228045
c2sp2s656	11.95376	8.281043
c2sp2s657	11.97655	8.334663
c2sp2s658	11.99836	8.388887
c2sp2s659	12.01918	8.443698
c2sp2s660	12.03899	8.499078
c2sp2s661	12.05779	8.555007
c2sp2s662	12.07556	8.611467
c2sp2s663	12.09228	8.668439
c2sp2s664	12.10794	8.725904
c2sp2s665	12.12253	8.783842
c2sp2s666	12.13603	8.842233
c2sp2s667	12.14845	8.9010561
c2sp2s668	12.15975	8.9602913
c2sp2s669	12.16994	9.0199176
c2sp2s670	12.179	9.0799137
c2sp2s671	12.18692	9.140258
c2sp2s672	12.19369	9.20093
c2sp2s673	12.1993	9.261906
c2sp2s674	12.20374	9.323165
c2sp2s675	12.20701	9.384684
c2sp2s676	12.2091	9.446441
c2sp2s677	12.20999	9.508412
c2sp2s678	12.20968	9.570575
c2sp2s679	12.20817	9.632907
c2sp2s680	12.20544	9.695383
c2sp2s681	12.20149	9.757981
c2sp2s682	12.19632	9.820677
c2sp2s683	12.18993	9.883446
c2sp2s684	12.18229	9.946264
c2sp2s685	12.17342	10.00911
c2sp2s686	12.16331	10.07195
c2sp2s687	12.15195	10.13477
c2sp2s688	12.13935	10.19754
c2sp2s689	12.12549	10.26024
c2sp2s690	12.11038	10.32284
c2sp2s691	12.09402	10.38532
c2sp2s692	12.07641	10.44765
c2sp2s693	12.05755	10.50981
c2sp2s694	12.03743	10.57176
c2sp2s695	12.01605	10.6335
c2sp2s696	11.99343	10.69498
c2sp2s697	11.96956	10.75619
c2sp2s698	11.94444	10.8171
c2sp2s699	11.91808	10.87769
c2sp2s700	11.89047	10.93793
c2sp2s701	11.86163	10.99779
c2sp2s702	11.83156	11.05725
c2sp2s703	11.80026	11.11628
c2sp2s704	11.76774	11.17487
c2sp2s705	11.734	11.23297
c2sp2s706	11.69905	11.29058
c2sp2s707	11.66289	11.34766
c2sp2s708	11.62555	11.40418
c2sp2s709	11.58701	11.46014
c2sp2s710	11.5473	11.51549
c2sp2s711	11.50641	11.57021
c2sp2s712	11.46437	11.62429
c2sp2s713	11.42118	11.67769
c2sp2s714	11.37684	11.73039
c2sp2s715	11.33138	11.78237
c2sp2s716	11.2848	11.8336
c2sp2s717	11.23711	11.88407
c2sp2s718	11.18833	11.93374
c2sp2s719	11.13847	11.98259
c2sp2s720	11.08755	12.0306
c2sp2s721	11.03557	12.07775
c2sp2s722	10.98256	12.12401
c2sp2s723	10.92852	12.16937
c2sp2s724	10.87348	12.2138
c2sp2s725	10.81744	12.25727
c2sp2s726	10.76043	12.29977
c2sp2s727	10.70246	12.34127
c2sp2s728	10.64356	12.38176
c2sp2s729	10.58372	12.42122
c2sp2s730	10.52299	12.45961
c2sp2s731	10.46136	12.49693
c2sp2s732	10.39887	12.53315
c2sp2s733	10.33554	12.56826
c2sp2s734	10.27137	12.60222
c2sp2s735	10.2064	12.63504
c2sp2s736	10.14064	12.66668
c2sp2s737	10.07412	12.69713
c2sp2s738	10.00685	12.72637
c2sp2s739	9.938859	12.75439
c2sp2s740	9.870171	12.78116
c2sp2s741	9.800806	12.80668
c2sp2s742	9.730787	12.83092
c2sp2s743	9.660139	12.85387
c2sp2s744	9.588884	12.87551
c2sp2s745	9.517048	12.89584
c2sp2s746	9.444654	12.91483
c2sp2s747	9.371728	12.93247
c2sp2s748	9.298294	12.94875
c2sp2s749	9.224379	12.96365
c2sp2s750	9.150007	12.97717
c2sp2s751	9.0752053	12.98929
c2sp2s752	9	13
c2sp2s753	8.9244178	13.00929
c2sp2s754	8.848485	13.01714
c2sp2s755	8.77223	13.02356
c2sp2s756	8.69568	13.02852
c2sp2s757	8.618861	13.03203
c2sp2s758	8.541803	13.03406
c2sp2s759	8.464533	13.03462
c2sp2s760	8.38708	13.0337
c2sp2s761	8.309471	13.03129
c2sp2s762	8.231737	13.02738
c2sp2s763	8.153905	13.02197
c2sp2s764	8.076004	13.01505
c2sp2s765	7.99807	13.00662
c2sp2s766	7.92012	12.99668
c2sp2s767	7.84219	12.98522
c2sp2s768	7.76431	12.97224
c2sp2s769	7.68651	12.95773
c2sp2s770	7.60881	12.9417
c2sp2s771	7.53126	12.92414
c2sp2s772	7.45388	12.90506
c2sp2s773	7.37669	12.88445
c2sp2s774	7.29973	12.86232
c2sp2s775	7.22304	12.83866
c2sp2s776	7.14663	12.81348
